,product_data_storage,csat_score,articles_viewed,smartphone_notifications_viewed,marketing_emails_clicked,social_media_ads_viewed,minutes_customer_support,months_active,churned,product_travel_expense_Free-Trial,product_travel_expense_No,product_payroll_Free-Trial,product_payroll_No,product_accounting_Free-Trial,product_accounting_No,us_region_East South Central,us_region_Middle Atlantic,us_region_Mountain,us_region_New England,us_region_Pacific,us_region_South Atlantic,us_region_West North Central,us_region_West South Central,company_size_10-50,company_size_100-250,company_size_50-100,company_size_self-employed
215,1024,8,3,1,16,0,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
216,2048,9,5,0,18,0,0.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
217,1024,9,5,0,19,0,21.2,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
218,1024,7,2,1,21,0,9.3,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
219,1024,7,1,1,15,1,6.5,2.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
220,500,7,6,2,19,0,19.1,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
221,2048,9,7,0,18,0,0.0,4.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
222,2048,10,8,0,15,0,18.9,11.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
223,1024,7,9,1,15,0,0.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
224,1024,9,2,0,17,0,5.1,3.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
225,500,10,6,0,17,1,0.0,1.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
226,5120,9,1,0,16,0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
227,1024,10,2,0,11,0,0.0,5.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
228,2048,8,10,0,16,0,0.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
229,1024,8,3,1,17,1,0.0,3.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
230,1024,10,5,1,14,0,0.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
231,2048,8,5,0,13,0,0.0,10.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
232,2048,9,2,0,8,0,0.0,9.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
233,1024,9,1,0,15,0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,1024,7,3,0,13,1,0.0,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
235,1024,10,4,1,16,0,0.0,2.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
236,500,9,4,0,19,1,0.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
237,1024,8,6,0,17,0,0.0,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,2048,10,8,0,19,1,4.1,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
239,1024,6,7,0,20,0,0.9,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
240,1024,9,4,1,14,1,21.3,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
241,2048,9,9,0,20,0,24.9,3.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
242,2048,10,2,0,14,0,0.0,7.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
243,1024,7,4,2,21,1,0.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
244,1024,9,3,1,18,1,0.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
245,1024,10,5,1,20,1,0.0,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
246,500,10,7,1,22,1,0.0,5.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
247,1024,10,7,1,13,0,0.0,9.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
248,1024,9,3,0,12,1,0.0,6.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
249,2048,10,5,1,17,0,0.0,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
250,500,9,6,0,15,0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
251,5120,9,7,1,19,0,0.0,5.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
252,1024,9,3,0,21,1,0.0,3.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
253,1024,9,4,0,14,0,0.0,5.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
254,1024,9,5,0,14,2,0.0,9.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
255,200,9,4,0,16,0,0.0,4.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
256,1024,10,6,0,14,0,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
257,500,9,2,0,14,1,0.0,8.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
258,500,8,4,0,11,1,14.3,2.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
259,2048,10,7,1,15,1,0.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,1024,9,6,1,13,0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
261,200,10,2,0,22,0,0.0,3.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
262,500,10,3,0,22,0,14.9,2.0,1.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
263,1024,8,6,0,18,0,0.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
264,2048,8,3,0,11,0,4.9,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
265,1024,10,1,1,14,1,0.0,3.0,1.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
266,1024,9,2,1,12,0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
267,500,8,3,0,13,0,0.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
268,500,6,5,0,16,0,0.0,4.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
269,2048,10,6,0,16,0,6.8,3.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
270,500,7,5,0,17,0,0.0,2.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
271,2048,8,5,0,19,0,0.0,2.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
272,1024,8,5,0,17,1,12.0,3.0,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
273,200,9,7,0,12,1,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
274,2048,10,5,2,18,0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
275,1024,7,6,0,20,0,0.0,2.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
276,500,9,5,0,18,1,0.0,9.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
277,5120,8,3,0,14,2,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
278,500,9,3,0,14,0,0.4,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
279,2048,10,3,0,15,0,0.0,8.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
280,500,9,6,1,14,0,0.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
281,200,10,5,1,17,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,1024,8,7,0,17,1,3.5,3.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
283,2048,8,5,0,19,0,0.0,2.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
284,1024,10,3,0,11,0,11.0,6.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
285,1024,9,2,1,13,0,0.0,3.0,1.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
286,1024,10,1,1,24,0,0.0,4.0,0.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
287,2048,9,4,0,16,1,0.0,8.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
288,500,8,1,1,19,0,9.9,2.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
289,2048,10,2,1,14,1,0.0,3.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
290,500,7,1,0,15,1,0.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
291,500,9,3,2,19,0,0.0,3.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
292,2048,9,7,1,21,0,17.5,3.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
293,1024,9,2,1,11,0,18.4,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2048,10,2,1,20,0,0.0,4.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
295,200,8,4,2,16,1,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
296,5120,9,0,0,14,0,0.0,3.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
297,200,9,5,0,20,0,0.0,6.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,5120,9,4,0,12,0,0.0,3.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
299,2048,9,5,1,14,1,9.1,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
300,1024,9,6,0,17,1,0.0,4.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
301,500,10,2,1,17,1,10.3,3.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
302,200,10,7,0,9,0,0.0,4.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,500,8,3,1,14,0,0.0,3.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
304,500,8,6,1,14,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
305,2048,8,4,1,18,0,0.0,3.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
306,2048,7,5,0,14,0,0.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,500,10,3,0,22,0,0.0,4.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
308,200,8,7,2,19,0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
309,500,9,5,1,21,0,0.0,3.0,1.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
310,2048,9,2,1,20,0,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
311,2048,9,3,0,26,1,0.0,3.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
312,5120,9,3,0,12,0,3.3,3.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
313,1024,10,3,1,18,0,0.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
314,1024,8,2,2,11,1,0.0,1.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
315,500,6,4,2,16,0,0.7,4.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
316,1024,9,4,0,16,1,0.0,7.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
317,1024,10,3,1,11,0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
318,2048,9,1,1,11,0,0.0,2.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
319,500,9,6,0,19,0,0.0,5.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
320,2048,9,6,1,14,0,4.2,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
321,500,8,4,0,18,0,0.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
322,500,8,5,0,15,1,0.0,6.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,500,10,3,0,17,0,0.0,11.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
324,5120,9,5,0,16,0,0.0,4.0,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
325,200,9,3,0,19,0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
326,500,10,2,0,18,2,0.0,9.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
327,500,8,3,0,20,0,0.0,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
328,1024,10,4,1,16,0,0.0,5.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
329,2048,8,0,1,21,0,11.1,3.0,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
330,2048,5,2,1,16,0,0.0,3.0,1.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
331,1024,7,2,0,15,1,6.1,4.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
332,500,10,7,0,21,1,3.2,3.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
333,1024,9,2,0,14,0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
334,2048,10,2,1,21,0,0.0,3.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
335,1024,10,10,2,19,1,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
336,1024,8,3,0,14,0,0.0,2.0,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
337,1024,9,1,0,15,1,0.0,6.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
338,1024,8,3,0,19,0,0.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
339,1024,8,10,0,14,0,0.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
340,1024,10,8,0,18,0,0.0,5.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
341,5120,10,3,1,17,0,0.0,9.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
342,2048,8,3,0,17,0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
343,2048,8,4,0,15,0,0.0,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
344,200,9,4,0,17,1,0.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
345,2048,10,3,0,13,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
346,200,7,3,1,15,1,0.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
347,500,8,5,0,16,0,0.0,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
348,2048,9,4,2,15,1,0.0,4.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
349,1024,9,7,0,14,0,11.6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
350,2048,9,4,0,14,0,0.0,1.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
351,2048,10,6,0,18,0,0.0,7.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
352,2048,10,5,1,16,0,0.0,3.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
353,500,10,1,0,19,0,0.0,3.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
354,500,8,2,0,19,0,0.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
355,500,10,3,1,10,1,0.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
356,2048,8,3,1,17,0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
357,100,9,5,0,13,1,0.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
358,1024,9,5,2,15,0,0.0,4.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
359,1024,10,7,1,14,0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,1024,10,5,2,11,1,0.0,3.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
361,1024,9,3,1,19,0,0.0,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
362,5120,9,7,0,20,0,0.0,8.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
363,5120,9,3,0,16,1,0.0,4.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
364,500,9,1,0,15,0,0.0,2.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
365,1024,10,6,1,16,2,0.0,8.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
366,1024,10,5,1,13,1,0.0,4.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
367,1024,10,2,0,13,0,1.8,7.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
368,500,7,0,0,13,0,0.0,3.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
369,2048,10,2,0,18,0,0.0,5.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
370,1024,9,4,0,23,0,0.0,2.0,1.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
371,2048,8,8,2,17,1,0.0,4.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
372,1024,9,3,2,14,1,14.4,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
373,1024,9,5,0,19,0,0.0,4.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
374,1024,10,6,0,16,1,0.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
375,2048,10,3,0,18,0,0.0,4.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
376,200,8,3,0,16,0,24.8,2.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
377,1024,9,5,0,22,0,4.1,5.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
378,500,10,7,1,16,0,0.0,9.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
379,500,9,5,1,12,1,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
380,1024,9,8,0,16,1,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
381,500,8,5,0,15,1,6.8,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,5120,8,2,0,14,2,0.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
383,1024,10,3,1,18,0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
384,5120,9,4,0,17,0,2.0,1.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
385,1024,9,4,0,17,0,0.0,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
386,1024,10,4,1,14,0,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
387,1024,9,2,0,14,0,3.9,9.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
388,1024,7,1,1,17,0,17.2,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
389,500,9,5,0,14,1,0.0,5.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
390,1024,10,5,0,21,0,0.0,3.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
391,5120,9,5,1,18,1,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
392,2048,8,1,0,11,0,0.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,2048,9,6,0,18,0,0.0,7.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
394,1024,8,2,0,13,0,0.0,2.0,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
395,500,8,2,1,16,0,0.0,3.0,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
396,500,10,2,0,17,0,0.0,4.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
397,1024,10,6,1,17,0,0.0,7.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
398,200,9,5,1,20,0,22.4,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
399,2048,9,1,0,14,1,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
400,2048,8,5,0,15,0,0.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
401,1024,9,3,1,21,0,0.0,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
402,1024,10,3,1,19,0,5.9,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
403,500,9,1,0,15,1,0.0,1.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
404,2048,10,4,0,16,0,0.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
405,5120,9,4,0,10,0,0.0,3.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
406,2048,8,6,1,15,0,0.9,2.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
407,500,10,7,1,19,1,0.0,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
408,500,9,6,0,15,0,0.0,3.0,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
409,500,8,1,0,15,0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
410,2048,10,4,0,15,1,0.0,1.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
411,2048,10,3,0,13,1,0.0,8.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,1024,8,2,0,15,2,0.0,2.0,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
413,500,10,3,1,14,1,7.5,4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
414,500,10,4,0,12,1,0.0,5.0,1.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
415,2048,10,2,0,16,0,0.0,4.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
416,1024,9,5,0,23,0,0.0,9.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
417,2048,6,1,1,21,0,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
418,1024,8,6,2,16,1,0.0,4.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
419,1024,9,4,1,18,0,0.0,3.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
420,2048,9,2,1,17,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
421,1024,8,2,0,9,0,0.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
422,1024,8,1,0,21,0,2.6,4.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
423,1024,9,2,1,20,1,0.0,3.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
424,1024,8,4,1,21,0,0.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
425,2048,9,2,0,15,0,0.0,3.0,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
426,500,9,3,1,15,0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
427,2048,10,6,0,18,1,5.4,8.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
428,500,10,4,0,13,0,0.0,12.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
429,500,10,5,1,14,1,0.0,3.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
430,2048,10,2,1,16,0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
431,500,7,8,1,11,1,0.0,2.0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
432,5120,9,3,0,17,0,0.0,9.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
433,2048,8,7,0,14,0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
